searge,name,side,desc
AbstractRecipeBookGui.field_212968_m,field_212968_m,0,
AbstractResourcePackList.field_148205_k,field_148205_k,0,
AbstractResourcePackList.field_214367_b,field_214367_b,0,
AbstractResourcePackList.field_214368_c,field_214368_c,0,
AbstractResourcePackList.field_214369_d,field_214369_d,0,
AbstractResourcePackList.field_214370_e,field_214370_e,0,
AbstractResourcePackList$ResourcePackEntry.field_214428_a,field_214428_a,0,
AbstractResourcePackList$ResourcePackEntry.field_214429_b,field_214429_b,0,
AbstractResourcePackList$ResourcePackEntry.field_214430_c,field_214430_c,0,
AbstractResourcePackList$ResourcePackEntry.field_214431_d,field_214431_d,0,
AbstractSignBlock.field_196340_a,field_196340_a,2,
AbstractSignBlock.field_204613_a,field_204613_a,2,
AbstractSkeletonEntity.field_85037_d,field_85037_d,2,
AbstractSkeletonEntity.field_85038_e,field_85038_e,2,
AbstractSkullBlock.field_196293_a,field_196293_a,2,
AbstractSpawner.field_209160_a,field_209160_a,2,
AbstractSpawner.field_98282_f,field_98282_f,2,
AbstractSpawner.field_98283_g,field_98283_g,2,
AbstractSpawner.field_98284_d,field_98284_d,2,
AbstractSpawner.field_98285_e,field_98285_e,2,
AbstractSpawner.field_98286_b,field_98286_b,2,
AbstractSpawner.field_98287_c,field_98287_c,2,
AbstractSpawner.field_98289_l,field_98289_l,2,
AbstractSpawner.field_98290_m,field_98290_m,2,
AbstractSpawner.field_98291_j,field_98291_j,2,
AbstractSpawner.field_98292_k,field_98292_k,2,
AbstractSpawner.field_98293_h,field_98293_h,2,
AbstractSpawner.field_98294_i,field_98294_i,2,
AbstractVillagePiece.field_214832_a,field_214832_a,2,
AbstractVillagePiece.field_214833_b,field_214833_b,2,
AbstractVillagePiece.field_214834_c,field_214834_c,2,
AbstractVillagePiece.field_214835_d,field_214835_d,2,
AbstractVillagePiece.field_214836_e,field_214836_e,2,
AbstractVillagePiece.field_214837_f,field_214837_f,2,
AbstractVillagerEntity.field_213722_bB,field_213722_bB,2,
AbstractVillagerEntity.field_213723_bC,field_213723_bC,2,
AbstractVillagerEntity.field_213724_bz,field_213724_bz,2,
AbstractVillagerEntity.field_213725_bA,field_213725_bA,2,
AbstractZombieRenderer.field_217771_a,field_217771_a,0,
AccessibilityScreen.field_212986_a,field_212986_a,0,
AccessibilityScreen.field_212987_b,field_212987_b,0,
AccessibilityScreen.field_212988_c,field_212988_c,0,
AccessibilityScreen.field_212989_d,field_212989_d,0,
ActionResult.field_188399_a,field_188399_a,2,
ActionResult.field_188400_b,field_188400_b,2,
ActiveRenderInfo.field_216789_a,field_216789_a,0,
ActiveRenderInfo.field_216790_b,field_216790_b,0,
ActiveRenderInfo.field_216791_c,field_216791_c,0,
ActiveRenderInfo.field_216792_d,field_216792_d,0,
ActiveRenderInfo.field_216793_e,field_216793_e,0,
ActiveRenderInfo.field_216794_f,field_216794_f,0,
ActiveRenderInfo.field_216795_g,field_216795_g,0,
ActiveRenderInfo.field_216796_h,field_216796_h,0,
ActiveRenderInfo.field_216797_i,field_216797_i,0,
ActiveRenderInfo.field_216798_j,field_216798_j,0,
ActiveRenderInfo.field_216799_k,field_216799_k,0,
ActiveRenderInfo.field_216800_l,field_216800_l,0,
ActiveRenderInfo.field_216801_m,field_216801_m,0,
ActiveRenderInfo.field_216802_n,field_216802_n,0,
Activity.field_221365_a,field_221365_a,2,
Activity.field_221366_b,field_221366_b,2,
Activity.field_221367_c,field_221367_c,2,
Activity.field_221368_d,field_221368_d,2,
Activity.field_221369_e,field_221369_e,2,
Activity.field_221370_f,field_221370_f,2,
Activity.field_221371_g,field_221371_g,2,
Activity.field_221372_h,field_221372_h,2,
Activity.field_221373_i,field_221373_i,2,
Activity.field_221374_j,field_221374_j,2,
Activity.field_221375_k,field_221375_k,2,
AddBambooForestLayer.field_215732_b,field_215732_b,2,
AddBambooForestLayer.field_215733_c,field_215733_c,2,
AddMushroomIslandLayer.field_202793_b,field_202793_b,2,
AddNewChoices.field_206292_a,field_206292_a,2,
AddNewChoices.field_206293_b,field_206293_b,2,
AddServerScreen.field_146308_f,field_146308_f,0,
AddServerScreen.field_146309_g,field_146309_g,0,
AddServerScreen.field_146311_h,field_146311_h,0,
AddServerScreen.field_152176_i,field_152176_i,0,
AddServerScreen.field_181032_r,field_181032_r,0,
AddServerScreen.field_195179_a,field_195179_a,0,
AddServerScreen.field_213032_b,field_213032_b,0,
Advancement$Builder.field_192061_a,field_192061_a,2,
Advancement$Builder.field_192062_b,field_192062_b,2,
Advancement$Builder.field_192063_c,field_192063_c,2,
Advancement$Builder.field_192064_d,field_192064_d,2,
Advancement$Builder.field_192065_e,field_192065_e,2,
Advancement$Builder.field_192066_f,field_192066_f,2,
Advancement$Builder.field_199751_g,field_199751_g,2,
AdvancementCommand$Action.field_198186_c,field_198186_c,2,
AdvancementCommand.field_198218_a,field_198218_a,2,
AdvancementCommand$Mode.field_198194_f,field_198194_f,2,
AdvancementCommand$Mode.field_198195_g,field_198195_g,2,
AdvancementEntryGui.field_191826_p,field_191826_p,0,
AdvancementEntryGui.field_191827_a,field_191827_a,0,
AdvancementEntryGui.field_191828_f,field_191828_f,0,
AdvancementEntryGui.field_191829_g,field_191829_g,0,
AdvancementEntryGui.field_191830_h,field_191830_h,0,
AdvancementEntryGui.field_191831_i,field_191831_i,0,
AdvancementEntryGui.field_191832_j,field_191832_j,0,
AdvancementEntryGui.field_191833_k,field_191833_k,0,
AdvancementEntryGui.field_191834_l,field_191834_l,0,
AdvancementEntryGui.field_191835_m,field_191835_m,0,
AdvancementEntryGui.field_191836_n,field_191836_n,0,
AdvancementEntryGui.field_191837_o,field_191837_o,0,
AdvancementEntryGui.field_192996_f,field_192996_f,0,
AdvancementEntryGui.field_192997_l,field_192997_l,0,
Advancement.field_192076_a,field_192076_a,2,
Advancement.field_192077_b,field_192077_b,2,
Advancement.field_192078_c,field_192078_c,2,
Advancement.field_192079_d,field_192079_d,2,
Advancement.field_192080_e,field_192080_e,2,
Advancement.field_192081_f,field_192081_f,2,
Advancement.field_192082_g,field_192082_g,2,
Advancement.field_193125_h,field_193125_h,2,
AdvancementList.field_192091_a,field_192091_a,2,
AdvancementList.field_192092_b,field_192092_b,2,
AdvancementList.field_192093_c,field_192093_c,2,
AdvancementList.field_192094_d,field_192094_d,2,
AdvancementList.field_192095_e,field_192095_e,2,
AdvancementManager.field_192782_a,field_192782_a,2,
AdvancementManager.field_192783_b,field_192783_b,2,
AdvancementManager.field_193768_e,field_193768_e,2,
AdvancementManager.field_195441_a,field_195441_a,2,
AdvancementManager.field_195442_b,field_195442_b,2,
AdvancementManager.field_195443_e,field_195443_e,2,
AdvancementProgress.field_192110_a,field_192110_a,2,
AdvancementProgress.field_192111_b,field_192111_b,2,
AdvancementProvider.field_204023_a,field_204023_a,2,
AdvancementProvider.field_204024_b,field_204024_b,2,
AdvancementProvider.field_204025_c,field_204025_c,2,
AdvancementProvider.field_204283_d,field_204283_d,2,
AdvancementRewards$Builder.field_200282_a,field_200282_a,2,
AdvancementRewards$Builder.field_200283_b,field_200283_b,2,
AdvancementRewards$Builder.field_200284_c,field_200284_c,2,
AdvancementRewards$Builder.field_200285_d,field_200285_d,2,
AdvancementRewards.field_192114_a,field_192114_a,2,
AdvancementRewards.field_192115_b,field_192115_b,2,
AdvancementRewards.field_192116_c,field_192116_c,2,
AdvancementRewards.field_192117_d,field_192117_d,2,
AdvancementRewards.field_193129_e,field_193129_e,2,
AdvancementsFix.field_209693_a,field_209693_a,2,
AdvancementsScreen.field_191940_s,field_191940_s,0,
AdvancementsScreen.field_191943_f,field_191943_f,0,
AdvancementsScreen.field_191944_v,field_191944_v,0,
AdvancementsScreen.field_191945_g,field_191945_g,0,
AdvancementsScreen.field_191946_h,field_191946_h,0,
AdvancementsScreen.field_191947_i,field_191947_i,0,
AdvancementState.field_192671_d,field_192671_d,0,
AdvancementTabGui.field_191802_a,field_191802_a,0,
AdvancementTabGui.field_191803_f,field_191803_f,0,
AdvancementTabGui.field_191804_g,field_191804_g,0,
AdvancementTabGui.field_191805_h,field_191805_h,0,
AdvancementTabGui.field_191806_i,field_191806_i,0,
AdvancementTabGui.field_191807_j,field_191807_j,0,
AdvancementTabGui.field_191808_k,field_191808_k,0,
AdvancementTabGui.field_191809_l,field_191809_l,0,
AdvancementTabGui.field_191810_m,field_191810_m,0,
AdvancementTabGui.field_191811_n,field_191811_n,0,
AdvancementTabGui.field_191812_o,field_191812_o,0,
AdvancementTabGui.field_191813_p,field_191813_p,0,
AdvancementTabGui.field_191814_q,field_191814_q,0,
AdvancementTabGui.field_191815_r,field_191815_r,0,
AdvancementTabGui.field_192992_s,field_192992_s,0,
AdvancementTabGui.field_193938_f,field_193938_f,0,
AdvancementTabGui.field_193939_q,field_193939_q,0,
AdvancementTabGui.field_193940_r,field_193940_r,0,
AdvancementTabType.field_192660_f,field_192660_f,0,
AdvancementTabType.field_192661_g,field_192661_g,0,
AdvancementTabType.field_192662_h,field_192662_h,0,
AdvancementTabType.field_192663_i,field_192663_i,0,
AdvancementTabType.field_192664_j,field_192664_j,0,
AdvancementToast.field_193679_c,field_193679_c,0,
AdvancementToast.field_194168_d,field_194168_d,0,
AdvancementTreeNode.field_192328_a,field_192328_a,2,
AdvancementTreeNode.field_192329_b,field_192329_b,2,
AdvancementTreeNode.field_192330_c,field_192330_c,2,
AdvancementTreeNode.field_192331_d,field_192331_d,2,
AdvancementTreeNode.field_192332_e,field_192332_e,2,
AdvancementTreeNode.field_192333_f,field_192333_f,2,
AdvancementTreeNode.field_192334_g,field_192334_g,2,
AdvancementTreeNode.field_192335_h,field_192335_h,2,
AdvancementTreeNode.field_192336_i,field_192336_i,2,
AdvancementTreeNode.field_192337_j,field_192337_j,2,
AdvancementTreeNode.field_192338_k,field_192338_k,2,
AdvancementTreeNode.field_192339_l,field_192339_l,2,
AdventureAdvancements.field_204286_a,field_204286_a,2,
AdventureAdvancements.field_218459_b,field_218459_b,2,
AgeableEntity.field_175502_b,field_175502_b,2,
AgeableEntity.field_175503_c,field_175503_c,2,
AgeableEntity.field_175504_a,field_175504_a,2,
AgeableEntity.field_184751_bv,field_184751_bv,2,
AirItem.field_190904_a,field_190904_a,2,
AlertScreen.field_201549_s,field_201549_s,0,
AlertScreen.field_201550_f,field_201550_f,0,
AlertScreen.field_201551_g,field_201551_g,0,
AlertScreen.field_201552_h,field_201552_h,0,
AlertScreen.field_201553_i,field_201553_i,0,
Alternative$Builder.field_216303_a,field_216303_a,2,
Alternative.field_215962_a,field_215962_a,2,
Alternative.field_215963_b,field_215963_b,2,
AlternativesLootEntry$Builder.field_216083_a,field_216083_a,2,
ALUtils.field_216484_a,field_216484_a,0,
AlwaysTrueRuleTest.field_215190_a,field_215190_a,2,
AmbientOcclusionStatus.field_216573_d,field_216573_d,0,
AmbientOcclusionStatus.field_216574_e,field_216574_e,0,
AmbientOcclusionStatus.field_216575_f,field_216575_f,0,
AndCondition.field_188121_c,field_188121_c,0,
AnimalEntity.field_146084_br,field_146084_br,2,
AnimalEntity.field_175506_bl,field_175506_bl,2,
AnimalEntity.field_70881_d,field_70881_d,2,
AnimationFrame.field_110498_b,field_110498_b,0,
AnimationFrame.field_110499_a,field_110499_a,0,
AnimationMetadataSection.field_110475_d,field_110475_d,0,
AnimationMetadataSection.field_110476_b,field_110476_b,0,
AnimationMetadataSection.field_110477_c,field_110477_c,0,
AnimationMetadataSection.field_110478_a,field_110478_a,0,
AnimationMetadataSection.field_177220_e,field_177220_e,0,
AnimationMetadataSection.field_195817_a,field_195817_a,0,
AnvilBlock.field_176506_a,field_176506_a,2,
AnvilBlock.field_185760_c,field_185760_c,2,
AnvilBlock.field_185761_d,field_185761_d,2,
AnvilBlock.field_196434_A,field_196434_A,2,
AnvilBlock.field_196435_B,field_196435_B,2,
AnvilBlock.field_196436_c,field_196436_c,2,
AnvilBlock.field_196437_C,field_196437_C,2,
AnvilBlock.field_196438_D,field_196438_D,2,
AnvilBlock.field_196439_y,field_196439_y,2,
AnvilBlock.field_196440_z,field_196440_z,2,
AnvilBlock.field_220273_k,field_220273_k,2,
AnvilSaveConverter.field_151480_b,field_151480_b,2,
AnvilScreen.field_147091_w,field_147091_w,0,
AnvilScreen.field_147093_u,field_147093_u,0,
ApplyBonus$BinomialWithBonusCountFormula.field_216211_a,field_216211_a,2,
ApplyBonus$BinomialWithBonusCountFormula.field_216212_b,field_216212_b,2,
ApplyBonus$BinomialWithBonusCountFormula.field_216213_c,field_216213_c,2,
ApplyBonus.field_215875_a,field_215875_a,2,
ApplyBonus.field_215876_c,field_215876_c,2,
ApplyBonus.field_215877_d,field_215877_d,2,
ApplyBonus$OreDropsFormula.field_216206_a,field_216206_a,2,
ApplyBonus$UniformBonusCountFormula.field_216208_a,field_216208_a,2,
ApplyBonus$UniformBonusCountFormula.field_216209_b,field_216209_b,2,
AreaEffectCloudEntity.field_184498_a,field_184498_a,2,
AreaEffectCloudEntity.field_184499_b,field_184499_b,2,
AreaEffectCloudEntity.field_184500_c,field_184500_c,2,
AreaEffectCloudEntity.field_184501_d,field_184501_d,2,
AreaEffectCloudEntity.field_184502_e,field_184502_e,2,
AreaEffectCloudEntity.field_184503_f,field_184503_f,2,
AreaEffectCloudEntity.field_184504_g,field_184504_g,2,
AreaEffectCloudEntity.field_184505_h,field_184505_h,2,
AreaEffectCloudEntity.field_184506_as,field_184506_as,2,
AreaEffectCloudEntity.field_184507_at,field_184507_at,2,
AreaEffectCloudEntity.field_184508_au,field_184508_au,2,
AreaEffectCloudEntity.field_184509_av,field_184509_av,2,
AreaEffectCloudEntity.field_184510_aw,field_184510_aw,2,
AreaEffectCloudEntity.field_184511_ax,field_184511_ax,2,
AreaEffectCloudEntity.field_184512_ay,field_184512_ay,2,
AreaEffectCloudEntity.field_184513_az,field_184513_az,2,
AreaEffectCloudEntity.field_195060_a,field_195060_a,2,
ArgumentSerializer.field_197075_a,field_197075_a,2,
ArgumentTypes$Entry.field_197479_a,field_197479_a,2,
ArgumentTypes$Entry.field_197480_b,field_197480_b,2,
ArgumentTypes$Entry.field_197481_c,field_197481_c,2,
ArgumentTypes.field_197488_a,field_197488_a,2,
ArgumentTypes.field_197489_b,field_197489_b,2,
ArgumentTypes.field_197490_c,field_197490_c,2,
ArmorItem.field_185084_n,field_185084_n,2,
ArmorItem.field_189415_e,field_189415_e,2,
ArmorItem.field_200882_e,field_200882_e,2,
ArmorItem.field_77879_b,field_77879_b,2,
ArmorItem.field_77881_a,field_77881_a,2,
ArmorItem.field_96605_cw,field_96605_cw,2,
ArmorLayer.field_177184_f,field_177184_f,0,
ArmorLayer.field_177185_g,field_177185_g,0,
ArmorLayer.field_177186_d,field_177186_d,0,
ArmorLayer.field_177187_e,field_177187_e,0,
ArmorLayer.field_177188_b,field_177188_b,0,
ArmorLayer.field_177189_c,field_177189_c,0,
