searge,name,side,desc
func_147338_a,processEnchantItem,2,
func_147339_a,processConfirmTransaction,2,
func_147340_a,processUseEntity,2,
func_147342_a,processClientStatus,2,
func_147343_a,processUpdateSign,2,
func_147344_a,processCreativeInventoryAction,2,
func_147345_a,processPlayerDigging,2,
func_147346_a,processTryUseItem,2,
func_147347_a,processPlayer,2,
func_147348_a,processPlayerAbilities,2,
func_147349_a,processCustomPayload,2,
func_147351_a,processClickWindow,2,
func_147352_a,processClientSettings,2,
func_147353_a,processKeepAlive,2,
func_147354_a,processChatMessage,2,
func_147355_a,processHeldItemChange,2,
func_147356_a,processCloseWindow,2,
func_147357_a,processEntityAction,2,
func_147358_a,processInput,2,
func_147359_a,sendPacket,2,
func_147361_d,handleSlashCommand,2,
func_147364_a,setPlayerLocation,2,
func_147383_a,processHandshake,2,
func_147388_a,handleDisconnect,2,
func_147389_a,handleEncryptionRequest,0,
func_147390_a,handleLoginSuccess,2,
func_147391_c,getSessionService,0,
func_147397_a,handleServerInfo,0,
func_147398_a,handlePong,0,
func_147407_a,setBase64EncodedIconData,0,
func_147409_e,getBase64EncodedIconData,0,
func_147413_a,set,0,
func_147414_b,saveSingleServer,0,
func_147442_i,setThunderStrength,0,
func_147448_a,addTileEntities,2,
func_147470_e,isFlammableWithin,2,
func_147485_a,fireBlockEvent,2,
func_147488_Z,sendQueuedBlockEvents,2,
func_147497_a,setRendererDispatcher,0,
func_147498_b,getFontRenderer,0,
func_147499_a,bindTexture,0,
func_147517_a,renderMob,0,
func_147525_a,getBuffer,0,
func_147543_a,setWorld,0,
func_147546_a,getRenderer,0,
func_147547_b,getRenderer,0,
func_147548_a,getFontRenderer,0,
func_147549_a,render,0,
func_147585_a,markBlockRangeForRenderUpdate,0,
func_147604_a,setFramebufferColor,0,
func_147606_d,unbindFramebufferTexture,0,
func_147607_a,setFramebufferFilter,0,
func_147608_a,deleteFramebuffer,0,
func_147609_e,unbindFramebuffer,0,
func_147610_a,bindFramebuffer,0,
func_147611_b,checkFramebufferComplete,0,
func_147612_c,bindFramebufferTexture,0,
func_147615_c,framebufferRender,0,
func_147631_c,deleteGlTexture,0,
func_147633_a,setMipmapLevels,0,
func_147645_c,deleteTexture,0,
func_147647_b,bidiReorder,0,
func_147649_g,getX,0,
func_147650_b,getSoundLocation,0,
func_147651_i,getZ,0,
func_147652_d,getRepeatDelay,0,
func_147653_e,getVolume,0,
func_147654_h,getY,0,
func_147655_f,getPitch,0,
func_147656_j,getAttenuationType,0,
func_147657_c,canRepeat,0,
func_147667_k,isDonePlaying,0,
func_147681_a,playDelayed,0,
func_147682_a,play,0,
func_147683_b,stop,0,
func_147685_d,unloadSounds,0,
func_147687_e,resume,0,
func_147689_b,pause,0,
func_147690_c,stop,0,
func_147701_i,getMapItemRenderer,0,
func_147702_a,isShaderActive,0,
func_147704_a,updateShaderGroupSize,0,
func_147706_e,getShaderGroup,0,
func_147778_a,getAoBrightness,0,
func_147906_a,renderLivingLabel,0,
func_147963_d,generateMipmaps,0,
func_147969_b,getMipmapDimension,0,
func_147985_d,markDirty,0,
func_147986_h,getProgram,0,
func_147989_e,getVertexShaderLoader,0,
func_147994_f,getFragmentShaderLoader,0,
func_148017_a,getFramebuffer,0,
func_148018_a,render,0,
func_148020_a,addFramebuffer,0,
func_148022_b,getShaderGroupName,0,
func_148023_a,addShader,0,
func_148024_c,resetProjectionMatrix,0,
func_148026_a,createBindFramebuffers,0,
func_148027_a,initTarget,0,
func_148028_c,initUniform,0,
func_148040_d,preRender,0,
func_148041_a,addAuxFramebuffer,0,
func_148042_a,render,0,
func_148055_a,getShaderFilename,0,
func_148056_a,attachShader,0,
func_148062_a,getShaderName,0,
func_148063_b,getShaderExtension,0,
func_148064_d,getLoadedShaders,0,
func_148065_c,getShaderMode,0,
func_148074_b,getStaticShaderLinkHelper,0,
func_148075_b,linkProgram,0,
func_148076_a,setNewStaticShaderLinkHelper,0,
func_148077_a,deleteShader,0,
func_148078_c,createProgram,0,
func_148081_a,set,0,
func_148082_k,uploadFloatMatrix,0,
func_148083_a,set,0,
func_148084_b,setUniformLocation,0,
func_148085_a,parseType,0,
func_148086_a,getShaderName,0,
func_148087_a,set,0,
func_148089_j,uploadFloat,0,
func_148090_a,set,0,
func_148091_i,uploadInt,0,
func_148092_b,setSafe,0,
func_148093_b,upload,0,
func_148095_a,set,0,
func_148096_h,markDirty,0,
func_148097_a,set,0,
func_148107_b,stringToBlendFactor,0,
func_148108_a,stringToBlendFunction,0,
func_148109_a,apply,0,
func_148111_b,isOpaque,0,
func_148194_a,updateNetworkServers,0,
func_148195_a,updateOnlineServers,0,
func_148236_a,updateMapTexture,0,
func_148237_a,render,0,
func_148246_a,updateMapTexture,0,
func_148248_b,getMapRendererInstance,0,
func_148249_a,clearLoadedMaps,0,
func_148250_a,renderMap,0,
func_148254_d,getToken,0,
func_148255_b,getPlayerID,0,
func_148256_e,getProfile,0,
func_148259_a,saveScreenshot,0,
func_148260_a,saveScreenshot,0,
func_148296_a,getServerData,0,
func_148297_b,prepareServerIcon,0,
func_148328_e,canScroll,0,
func_148329_a,scrollTo,0,
func_148334_a,generateNewRandomName,0,
func_148335_a,reseedRandomGenerator,0,
func_148537_a,sendPacketToAllPlayersInDimension,2,
func_148539_a,sendMessage,2,
func_148540_a,sendPacketToAllPlayers,2,
func_148543_a,sendToAllNearExcept,2,
func_148544_a,sendMessage,2,
func_148545_a,createPlayerForUser,2,
func_148574_b,canReplaceExisting,0,
func_148596_a,reload,0,
func_148599_a,playDelayed,0,
func_148602_b,stop,0,
func_148604_f,resume,0,
func_148608_i,load,0,
func_148610_e,pause,0,
func_148611_c,play,0,
func_148613_b,unload,0,
func_148614_c,stopAllSounds,0,
func_148633_c,getMaxDelay,0,
func_148634_b,getMinDelay,0,
func_148720_g,cloneEntry,0,
func_148721_a,getWeight,0,
func_148742_b,keySet,2,
func_148745_a,getByValue,2,
func_148746_a,put,2,
func_148747_b,get,2,
func_148757_b,getId,2,
func_148833_a,processPacket,2,
func_148837_a,readPacketData,2,
func_148840_b,writePacketData,2,
func_148845_c,getBreakerId,0,
func_148846_g,getProgress,0,
func_148853_f,getTileEntityType,0,
func_148857_g,getNbtCompound,0,
func_148864_h,getData2,0,
func_148868_c,getBlockType,0,
func_148869_g,getData1,0,
func_148888_e,wasAccepted,0,
func_148889_c,getWindowId,0,
func_148890_d,getActionNumber,0,
func_148910_d,getItemStacks,0,
func_148911_c,getWindowId,0,
func_148915_c,getChatComponent,0,
func_148916_d,isSystem,2,
func_148928_d,getY,0,
func_148930_g,getPitch,0,
func_148931_f,getYaw,0,
func_148932_c,getX,0,
func_148933_e,getZ,0,
func_148941_i,getYaw,0,
func_148943_d,getEntityID,0,
func_148944_c,getDataManagerEntries,0,
func_148945_j,getPitch,0,
func_148965_c,getEntityID,0,
func_148974_c,getStatisticMap,0,
func_148977_d,getAnimationType,0,
func_148978_c,getEntityID,0,
func_148985_c,getEntityID,0,
func_148986_g,getXPValue,0,
func_149001_c,getEntityID,0,
func_149006_k,getYaw,0,
func_149008_j,getPitch,0,
func_149009_m,getData,0,
func_149024_d,getEntityID,0,
func_149025_e,getEntityType,0,
func_149026_i,getVelocityX,0,
func_149027_c,getDataManagerEntries,0,
func_149028_l,getYaw,0,
func_149030_m,getPitch,0,
func_149031_k,getVelocityZ,0,
func_149032_n,getHeadPitch,0,
func_149033_j,getVelocityY,0,
func_149052_c,getEntityId,0,
func_149053_g,getType,0,
func_149060_h,isRotating,0,
func_149063_g,getPitch,0,
func_149065_a,getEntity,0,
func_149066_f,getYaw,0,
func_149080_f,getWorldType,0,
func_149083_e,getGameType,0,
func_149098_c,getEntityIDs,0,
func_149101_g,getFlySpeed,0,
func_149102_b,setFlying,2,
func_149103_f,isCreativeMode,2,
func_149104_a,setFlySpeed,2,
func_149105_e,isAllowFlying,2,
func_149106_d,isFlying,2,
func_149107_h,getWalkSpeed,0,
func_149108_a,setInvulnerable,2,
func_149109_c,setAllowFlying,2,
func_149110_b,setWalkSpeed,2,
func_149111_d,setCreativeMode,2,
func_149112_c,isInvulnerable,2,
func_149134_c,getId,0,
func_149137_d,getValue,0,
func_149138_c,getGameState,0,
func_149143_g,getY,0,
func_149144_d,getMotionY,0,
func_149145_h,getZ,0,
func_149146_i,getStrength,0,
func_149147_e,getMotionZ,0,
func_149148_f,getX,0,
func_149149_c,getMotionX,0,
func_149150_j,getAffectedBlockPositions,0,
func_149160_c,getOpCode,0,
func_149161_a,getEntity,0,
func_149165_c,getReason,0,
func_149169_c,getChannelName,0,
func_149173_d,getSlot,0,
func_149174_e,getStack,0,
func_149175_c,getWindowId,0,
func_149180_e,getValue,0,
func_149181_d,getProperty,0,
func_149182_c,getWindowId,0,
func_149188_c,getMapId,0,
func_149195_d,isHardcoreMode,0,
func_149196_i,getWorldType,0,
func_149197_c,getPlayerId,0,
func_149198_e,getGameType,0,
func_149207_d,getX,0,
func_149208_g,getVolume,0,
func_149209_h,getPitch,0,
func_149210_f,getZ,0,
func_149211_e,getY,0,
func_149220_d,getXCoordinate,0,
func_149221_g,getXOffset,0,
func_149222_k,getParticleCount,0,
func_149223_i,getZOffset,0,
func_149224_h,getYOffset,0,
func_149225_f,getZCoordinate,0,
func_149226_e,getYCoordinate,0,
func_149227_j,getParticleSpeed,0,
func_149241_e,getSoundData,0,
func_149242_d,getSoundType,0,
func_149244_c,isSoundServerwide,0,
func_149271_f,getChunkZ,0,
func_149273_e,getChunkX,0,
func_149274_i,isFullChunk,2,
func_149276_g,getAvailableSections,0,
func_149289_c,getClientTime,2,
func_149294_c,getResponse,0,
func_149299_b,getVerifyToken,2,
func_149300_a,getSecretKey,2,
func_149304_c,getProfile,2,
func_149306_d,getDisplayName,0,
func_149307_h,getAction,0,
func_149308_i,getFriendlyFlags,0,
func_149310_g,getPlayers,0,
func_149312_c,getName,0,
func_149321_d,getObjectiveName,0,
func_149323_e,getScoreValue,0,
func_149324_c,getPlayerName,0,
func_149330_d,getFoodLevel,0,
func_149331_e,getSaturationLevel,0,
func_149332_c,getHealth,0,
func_149337_d,getDisplayName,0,
func_149338_e,getAction,0,
func_149339_c,getObjectiveName,0,
func_149353_d,getEntityID,0,
func_149354_c,getCollectedItemEntityID,0,
func_149365_d,getWorldTime,0,
func_149366_c,getTotalWorldTime,0,
func_149370_d,getName,0,
func_149371_c,getPosition,0,
func_149375_d,getEntityId,0,
